SrcAddr,DstAddr,TimeWindow,Packets,Timestamp
172.21.0.100,172.21.0.104,7,132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing,2022-11-01 14:02; 2022-11-01 14:03; 2022-11-01 14:04; 2022-11-01 14:05; 2022-11-01 14:06; 2022-11-01 14:07; 2022-11-01 14:08; 2022-11-01 14:09
172.21.0.100,172.21.0.104,7,132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing,2022-11-01 14:09; 2022-11-01 14:10; 2022-11-01 14:11; 2022-11-01 14:12; 2022-11-01 14:13; 2022-11-01 14:14; 2022-11-01 14:15; 2022-11-01 14:16
172.21.0.100,172.21.0.104,7,132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing,2022-11-01 14:16; 2022-11-01 14:17; 2022-11-01 14:18; 2022-11-01 14:19; 2022-11-01 14:20; 2022-11-01 14:21; 2022-11-01 14:22; 2022-11-01 14:23
172.21.0.100,172.21.0.104,7,132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing,2022-11-01 14:23; 2022-11-01 14:24; 2022-11-01 14:25; 2022-11-01 14:26; 2022-11-01 14:27; 2022-11-01 14:28; 2022-11-01 14:29; 2022-11-01 14:30
172.21.0.100,172.21.0.104,7,132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing,2022-11-01 14:30; 2022-11-01 14:31; 2022-11-01 14:32; 2022-11-01 14:33; 2022-11-01 14:34; 2022-11-01 14:35; 2022-11-01 14:36; 2022-11-01 14:37
172.21.0.100,172.21.0.104,7,132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing,2022-11-01 14:37; 2022-11-01 14:38; 2022-11-01 14:39; 2022-11-01 14:40; 2022-11-01 14:41; 2022-11-01 14:42; 2022-11-01 14:43; 2022-11-01 14:44
172.21.0.100,172.21.0.104,7,132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing,2022-11-01 14:44; 2022-11-01 14:45; 2022-11-01 14:46; 2022-11-01 14:47; 2022-11-01 14:48; 2022-11-01 14:49; 2022-11-01 14:50; 2022-11-01 14:51
172.21.0.100,172.21.0.104,7,132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing,2022-11-01 14:51; 2022-11-01 14:52; 2022-11-01 14:53; 2022-11-01 14:54; 2022-11-01 14:55; 2022-11-01 14:56; 2022-11-01 14:57; 2022-11-01 14:58
172.21.0.100,172.21.0.104,7,132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing,2022-11-01 14:58; 2022-11-01 14:59; 2022-11-01 15:00; 2022-11-01 15:01; 2022-11-01 15:02; 2022-11-01 15:03; 2022-11-01 15:04; 2022-11-01 15:05
172.21.0.100,172.21.0.104,7,132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing,2022-11-01 15:05; 2022-11-01 15:06; 2022-11-01 15:07; 2022-11-01 15:08; 2022-11-01 15:09; 2022-11-01 15:10; 2022-11-01 15:11; 2022-11-01 15:12
172.21.0.100,172.21.0.104,7,132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing,2022-11-01 15:12; 2022-11-01 15:13; 2022-11-01 15:14; 2022-11-01 15:15; 2022-11-01 15:16; 2022-11-01 15:17; 2022-11-01 15:18; 2022-11-01 15:19
172.21.0.100,172.21.0.104,7,132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing,2022-11-01 15:19; 2022-11-01 15:20; 2022-11-01 15:21; 2022-11-01 15:22; 2022-11-01 15:23; 2022-11-01 15:24; 2022-11-01 15:25; 2022-11-01 15:26
172.21.0.100,172.21.0.104,7,132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing,2022-11-01 15:26; 2022-11-01 15:27; 2022-11-01 15:28; 2022-11-01 15:29; 2022-11-01 15:30; 2022-11-01 15:31; 2022-11-01 15:32; 2022-11-01 15:33
172.21.0.100,172.21.0.104,7,132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing,2022-11-01 15:33; 2022-11-01 15:34; 2022-11-01 15:35; 2022-11-01 15:36; 2022-11-01 15:37; 2022-11-01 15:38; 2022-11-01 15:39; 2022-11-01 15:40
172.21.0.100,172.21.0.104,7,132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing,2022-11-01 15:40; 2022-11-01 15:41; 2022-11-01 15:42; 2022-11-01 15:43; 2022-11-01 15:44; 2022-11-01 15:45; 2022-11-01 15:46; 2022-11-01 15:47
172.21.0.100,172.21.0.104,7,132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing,2022-11-01 15:47; 2022-11-01 15:48; 2022-11-01 15:49; 2022-11-01 15:50; 2022-11-01 15:51; 2022-11-01 15:52; 2022-11-01 15:53; 2022-11-01 15:54
172.21.0.100,172.21.0.104,7,132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing,2022-11-01 15:54; 2022-11-01 15:55; 2022-11-01 15:56; 2022-11-01 15:57; 2022-11-01 15:58; 2022-11-01 15:59; 2022-11-01 16:00; 2022-11-01 16:01
172.21.0.100,172.21.0.104,7,132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing,2022-11-01 16:01; 2022-11-01 16:02; 2022-11-01 16:03; 2022-11-01 16:04; 2022-11-01 16:05; 2022-11-01 16:06; 2022-11-01 16:07; 2022-11-01 16:08
172.21.0.100,172.21.0.104,7,132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing,2022-11-01 16:08; 2022-11-01 16:09; 2022-11-01 16:10; 2022-11-01 16:11; 2022-11-01 16:12; 2022-11-01 16:13; 2022-11-01 16:14; 2022-11-01 16:15
172.21.0.100,172.21.0.104,7,132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing,2022-11-01 16:15; 2022-11-01 16:16; 2022-11-01 16:17
172.21.0.100,172.21.0.105,7,132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA,2022-10-04 18:21; 2022-10-04 18:22; 2022-10-04 18:23; 2022-10-04 18:24; 2022-10-04 18:25; 2022-10-04 18:26; 2022-10-04 18:27; 2022-10-04 18:28
172.21.0.100,172.21.0.105,7,132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 113:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA,2022-10-04 18:28; 2022-10-04 18:29; 2022-10-04 18:30; 2022-10-04 18:31; 2022-10-04 18:32; 2022-10-04 18:33; 2022-10-04 18:34; 2022-10-04 18:35
172.21.0.100,172.21.0.105,7,132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA,2022-10-04 18:35; 2022-10-04 18:36; 2022-10-04 18:37; 2022-10-04 18:38; 2022-10-04 18:39; 2022-10-04 18:40; 2022-10-04 18:41; 2022-10-04 18:42
172.21.0.100,172.21.0.105,7,132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA,2022-10-04 18:42; 2022-10-04 18:43; 2022-10-04 18:44; 2022-10-04 18:45; 2022-10-04 18:46; 2022-10-04 18:47; 2022-10-04 18:48; 2022-10-04 18:49
172.21.0.100,172.21.0.105,7,132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 113:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA,2022-10-04 18:49; 2022-10-04 18:50; 2022-10-04 18:51; 2022-10-04 18:52; 2022-10-04 18:53; 2022-10-04 18:54; 2022-10-04 18:55; 2022-10-04 18:56
172.21.0.100,172.21.0.105,7,132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA,2022-10-04 18:56; 2022-10-04 18:57; 2022-10-04 18:58; 2022-10-04 18:59; 2022-10-04 19:00; 2022-10-04 19:01; 2022-10-04 19:02; 2022-10-04 19:03
172.21.0.100,172.21.0.105,7,132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA,2022-10-04 19:03; 2022-10-04 19:04; 2022-10-04 19:05; 2022-10-04 19:06; 2022-10-04 19:07; 2022-10-04 19:08; 2022-10-04 19:09; 2022-10-04 19:10
172.21.0.100,172.21.0.105,7,132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 79:outgoing; 66:incomingA; 101:outgoingA; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 113:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing,2022-10-04 19:10; 2022-10-04 19:11; 2022-10-04 19:12; 2022-10-04 19:13; 2022-10-04 19:14; 2022-10-04 19:15; 2022-10-04 19:16; 2022-10-04 19:17
172.21.0.100,172.21.0.105,7,132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA; 132:incoming; 147:incoming; 66:outgoing; 101:outgoing; 66:incomingA,2022-10-04 19:17; 2022-10-04 19:18; 2022-10-04 19:19; 2022-10-04 19:20; 2022-10-04 19:21; 2022-10-04 19:22; 2022-10-04 19:23; 2022-10-04 19:24
